issue_time_utc,weather_run_time_utc,weather_available_time_utc,target_time_utc,turbine_id,forecast_horizon_h,wind_speed_ms,temperature_c,predicted_normalized_power,model_version,model_sha256,wind_height_m,weather_availability_status,weather_provenance_status
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T07:00:00Z,turbine_1,19,5.41,2.5,0.1371242390440705,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T07:00:00Z,turbine_2,19,5.41,2.5,0.1194782115727103,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T08:00:00Z,turbine_1,20,4.42,3.5,0.06580274258226121,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T08:00:00Z,turbine_2,20,4.42,3.5,0.0539373970144949,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T09:00:00Z,turbine_1,21,3.97,3.6,0.049541669499016505,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T09:00:00Z,turbine_2,21,3.97,3.6,0.043922023177107694,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T10:00:00Z,turbine_1,22,4.53,2.5,0.07067781091633407,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T10:00:00Z,turbine_2,22,4.53,2.5,0.06316771333326565,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T11:00:00Z,turbine_1,23,4.92,1.0,0.09445908915125156,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T11:00:00Z,turbine_2,23,4.92,1.0,0.07830312231188036,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T12:00:00Z,turbine_1,24,4.64,0.0,0.07235645998542578,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T12:00:00Z,turbine_2,24,4.64,0.0,0.06435180718168759,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T13:00:00Z,turbine_1,25,4.36,-0.3,0.050845488289825214,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T13:00:00Z,turbine_2,25,4.36,-0.3,0.04972751259603714,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T14:00:00Z,turbine_1,26,4.83,-0.3,0.07788752316259834,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T14:00:00Z,turbine_2,26,4.83,-0.3,0.06914784475007868,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T15:00:00Z,turbine_1,27,5.48,-0.3,0.13105599733584739,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T15:00:00Z,turbine_2,27,5.48,-0.3,0.11504006796180088,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T16:00:00Z,turbine_1,28,6.37,-0.4,0.2484240059565056,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T16:00:00Z,turbine_2,28,6.37,-0.4,0.22690404646940862,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T17:00:00Z,turbine_1,29,6.93,-0.7,0.3399176919771085,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T17:00:00Z,turbine_2,29,6.93,-0.7,0.3132186409305481,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T18:00:00Z,turbine_1,30,7.08,-1.0,0.3576463606037821,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T18:00:00Z,turbine_2,30,7.08,-1.0,0.35220656194973515,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T19:00:00Z,turbine_1,31,6.93,-1.3,0.3371639110941561,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T19:00:00Z,turbine_2,31,6.93,-1.3,0.3092633015317885,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T20:00:00Z,turbine_1,32,6.07,-1.7,0.20379568407943263,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T20:00:00Z,turbine_2,32,6.07,-1.7,0.1821763377985584,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T21:00:00Z,turbine_1,33,4.99,-2.1,0.08524975885584618,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T21:00:00Z,turbine_2,33,4.99,-2.1,0.07056066069744726,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T22:00:00Z,turbine_1,34,4.45,-2.4,0.047198683618120185,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T22:00:00Z,turbine_2,34,4.45,-2.4,0.043116475833173296,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T23:00:00Z,turbine_1,35,4.85,-2.6,0.07198353571057592,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-02T23:00:00Z,turbine_2,35,4.85,-2.6,0.06330849426540064,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T00:00:00Z,turbine_1,36,5.46,-2.8,0.11555259343223179,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T00:00:00Z,turbine_2,36,5.46,-2.8,0.10055660404495725,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T01:00:00Z,turbine_1,37,5.84,-2.9,0.16369703160622073,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T01:00:00Z,turbine_2,37,5.84,-2.9,0.14537072364952972,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T02:00:00Z,turbine_1,38,5.95,-3.0,0.1664011860194072,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T02:00:00Z,turbine_2,38,5.95,-3.0,0.1640679035426758,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T03:00:00Z,turbine_1,39,6.06,-2.4,0.1857698776996807,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T03:00:00Z,turbine_2,39,6.06,-2.4,0.1801859971147512,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T04:00:00Z,turbine_1,40,5.84,0.1,0.18267533235839356,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T04:00:00Z,turbine_2,40,5.84,0.1,0.16418988964343867,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T05:00:00Z,turbine_1,41,4.85,2.4,0.09171227805705173,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T05:00:00Z,turbine_2,41,4.85,2.4,0.08018029438311203,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T06:00:00Z,turbine_1,42,5.46,3.8,0.14369016359859177,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T06:00:00Z,turbine_2,42,5.46,3.8,0.12488524271033533,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T07:00:00Z,turbine_1,43,5.52,4.6,0.14850775595316296,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T07:00:00Z,turbine_2,43,5.52,4.6,0.13965398589329367,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T08:00:00Z,turbine_1,44,5.37,5.0,0.14654329539581454,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T08:00:00Z,turbine_2,44,5.37,5.0,0.12427436823036178,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T09:00:00Z,turbine_1,45,4.95,5.0,0.11052754144224047,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T09:00:00Z,turbine_2,45,4.95,5.0,0.09215685110482724,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T10:00:00Z,turbine_1,46,5.37,4.0,0.14052370320784846,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,100,assumed,unverified
2026-01-01T12:00:00Z,2026-01-01T00:00:00Z,2026-01-01T12:00:00Z,2026-01-03T10:00:00Z,turbine_2,46,5.37,4.0,0.11892744983185091,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,100,assumed,unverified
