issue_time_utc,weather_run_time_utc,target_time_utc,turbine_id,forecast_horizon_h,temperature_2m_c,wind_speed_10m_ms,wind_speed_100m_ms,wind_speed_200m_ms,wind_direction_100m_deg,temperature_c,wind_speed_ms,wind_height_m,weather_provenance_status,weather_available_time_utc,weather_availability_status,model_version,model_sha256,predicted_normalized_power
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T21:00:00Z,turbine_1,33,-1.5,2.41,6.06,8.29,64,-1.5,6.06,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.19103005525097014
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T21:00:00Z,turbine_2,33,-1.5,2.41,6.06,8.29,64,-1.5,6.06,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.18463131460123616
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T22:00:00Z,turbine_1,34,-1.7,2.36,6.02,8.29,63,-1.7,6.02,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.1834595400713234
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T22:00:00Z,turbine_2,34,-1.7,2.36,6.02,8.29,63,-1.7,6.02,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.1679449723197712
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T23:00:00Z,turbine_1,35,-1.9,2.6,6.24,8.48,63,-1.9,6.24,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.22311377884794137
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-01T23:00:00Z,turbine_2,35,-1.9,2.6,6.24,8.48,63,-1.9,6.24,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.20394993925145163
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T00:00:00Z,turbine_1,36,-2.1,2.75,6.42,8.7,63,-2.1,6.42,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.2417096690579797
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T00:00:00Z,turbine_2,36,-2.1,2.75,6.42,8.7,63,-2.1,6.42,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.22862935575701726
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T01:00:00Z,turbine_1,37,-2.3,2.75,6.38,8.66,61,-2.3,6.38,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.23368284773701442
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T01:00:00Z,turbine_2,37,-2.3,2.75,6.38,8.66,61,-2.3,6.38,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.21227687511123153
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T02:00:00Z,turbine_1,38,-2.5,2.9,6.56,8.81,61,-2.5,6.56,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.26283247738743987
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T02:00:00Z,turbine_2,38,-2.5,2.9,6.56,8.81,61,-2.5,6.56,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.24593688192319452
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T03:00:00Z,turbine_1,39,-1.3,3.41,6.53,8.81,62,-1.3,6.53,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.26253538540320537
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T03:00:00Z,turbine_2,39,-1.3,3.41,6.53,8.81,62,-1.3,6.53,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.2534113762148955
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T04:00:00Z,turbine_1,40,2.0,3.58,7.22,9.12,62,2.0,7.22,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.3974276317810105
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T04:00:00Z,turbine_2,40,2.0,3.58,7.22,9.12,62,2.0,7.22,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.36683747582198234
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T05:00:00Z,turbine_1,41,4.8,4.39,6.55,9.3,57,4.8,6.55,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.29244565669602224
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T05:00:00Z,turbine_2,41,4.8,4.39,6.55,9.3,57,4.8,6.55,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.2725306092088474
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T06:00:00Z,turbine_1,42,6.4,5.29,7.42,9.42,55,6.4,7.42,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.43118211564911835
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T06:00:00Z,turbine_2,42,6.4,5.29,7.42,9.42,55,6.4,7.42,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.40526230323663814
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T07:00:00Z,turbine_1,43,7.6,6.01,8.39,9.88,56,7.6,8.39,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.5769040603900875
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T07:00:00Z,turbine_2,43,7.6,6.01,8.39,9.88,56,7.6,8.39,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.5760111724720189
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T08:00:00Z,turbine_1,44,8.7,6.56,9.28,10.76,57,8.7,9.28,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.7264943409685106
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T08:00:00Z,turbine_2,44,8.7,6.56,9.28,10.76,57,8.7,9.28,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.6992100975581944
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T09:00:00Z,turbine_1,45,8.6,6.25,9.04,11.0,55,8.6,9.04,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.6796075263575745
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T09:00:00Z,turbine_2,45,8.6,6.25,9.04,11.0,55,8.6,9.04,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.6603749126503904
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T10:00:00Z,turbine_1,46,7.7,5.24,8.47,10.68,53,7.7,8.47,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.5950920284100092
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T10:00:00Z,turbine_2,46,7.7,5.24,8.47,10.68,53,7.7,8.47,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,bc781886f00f59e8ca445d0499e557775f0ddd100dc689290ef2f3ac4fec1e9b,0.5908930868053206
2026-01-31T12:00:00Z,2026-01-31T00:00:00Z,2026-02-02T11:00:00Z,turbine_1,47,5.0,1.46,4.24,5.66,45,5.0,4.24,100,unverified,2026-01-31T12:00:00Z,assumed,january-backtest-v1,d094eb03a52f303931989830f7b4efb0d2e6c3faabb6b6a47793e8f3af157ee1,0.06403261860311638
